'played','guessed'
'C#6','G6'
'A4','D5'
'A#2','G2'
'C3','B2'
'C4','C4'
'F6','B5'
'F5','E6'
'F5','F5'
'A6','G6'
'G3','F3'
'G#5','G5'
'E5','F#5'
'D#6','G6'
'E6','F6'
'A3','G3'
'F#4','G4'
'F5','E5'
'F5','F5'
'D#5','B4'
'F#6','G6'
'C#6','E6'
'E6','E6'
'E3','F3'
'F#3','F#3'
'C4','C4'
'A#3','B3'
'C2','C#2'
'E2','E2'
'C#4','D4'
'A#4','D5'
'F4','G4'
'B2','D2'
'E4','G4'
'F#6','E6'
'D#2','C#2'
'A3','F3'
'E5','F4'
'G6','G5'
'D5','E5'
'A#4','A4'
'G3','F3'
'F5','F5'
'E4','B4'
'C6','B5'
'F#2','F2'
'A3','E3'
'A#5','A5'
'C#6','C6'
'D2','D#2'
'D5','C5'
'A#3','D4'
