'played','guessed'
'A6','B5'
'D#6','E6'
'G#6','F#6'
'G2','G2'
'F#5','A5'
'B3','C4'
'G#6','E6'
'A2','B2'
'F#4','A4'
'B4','B4'
'C5','C5'
'D3','C3'
'B5','G5'
'F2','F2'
'A2','F#2'
'G5','G5'
'D4','F4'
'C#2','D3'
'F#2','A2'
'G3','C3'
'F#4','A4'
'F#6','D6'
'B6','B6'
'D#2','D2'
'F2','G2'
'F#2','E2'
'C#5','B4'
'F4','A4'
'F#5','F5'
'F#6','F6'
'A#6','G#6'
'A#2','A2'
'C#3','C3'
'E3','B3'
'A#6','E5'
'G#6','A6'
'G6','G6'
'F3','B2'
'E3','E3'
'G6','A6'
'D4','E4'
'E4','E4'
'E3','E3'
'F2','G2'
'F3','E3'
'C6','F5'
'B2','C3'
'F6','D6'
'G#3','A4'
'E4','G4'
'A3','B3'
